"территория","год","чн","чр","чс","мигр","р","с","еп","чн2","р2","с2","еп2","стаб","vr.ok"
"Курская","1913","2963152","145180","88063","-3654","49.00","29.72","19.28","2989804","48.56","29.45","19.10","","1"
"Курская","1914","3016615","118995","87079","-6742","39.45","28.87","10.58","3029185","39.28","28.75","10.54","","1"
"Курская","1915","3041789","","","-765","","","","","","","","","0"
"Кутаисская с Батумской","1896","1045450","29507","17446","-3","28.22","16.69","11.54","1051467","28.06","16.59","11.47","","0"
"Кутаисская с Батумской","1897","1057508","25700","15885","92","24.30","15.02","9.28","1062454","24.19","14.95","9.24","","0"
"Кутаисская с Батумской","1898","1067415","30980","18288","117","29.02","17.13","11.89","1073807","28.85","17.03","11.82","","0"
"Кутаисская с Батумской","1899","1080224","30783","19773","35","28.50","18.30","10.19","1085737","28.35","18.21","10.14","","0"
"Кутаисская с Батумской","1900","1091269","31885","20052","-2","29.22","18.37","10.84","1097174","29.06","18.28","10.78","","0"
"Кутаисская с Батумской","1901","1103100","25491","16328","29","23.11","14.80","8.31","1107690","23.01","14.74","8.27","","0"
"Кутаисская с Батумской","1902","1112292","52622","17784","1","47.31","15.99","31.32","1129622","46.58","15.74","30.84","","0"
"Кутаисская с Батумской","1903","1147131","28920","15313","-44","25.21","13.35","11.86","1153926","25.06","13.27","11.79","","0"
"Кутаисская с Батумской","1904","1160747","29498","15010","-94","25.41","12.93","12.48","1167929","25.26","12.85","12.40","","0"
"Кутаисская с Батумской","1905","1175141","28299","14717","-212","24.08","12.52","11.56","1181813","23.95","12.45","11.49","","0"
"Кутаисская с Батумской","1906","1188511","30242","14939","-313","25.45","12.57","12.88","1196032","25.29","12.49","12.79","","0"
"Кутаисская с Батумской","1907","1203584","28589","16998","-84","23.75","14.12","9.63","1209328","23.64","14.06","9.58","","0"
"Кутаисская с Батумской","1908","1215091","33045","19974","262","27.20","16.44","10.76","1221823","27.05","16.35","10.70","","0"
"Кутаисская с Батумской","1909","1228580","33709","20317","6","27.44","16.54","10.90","1235336","27.29","16.45","10.84","","0"
"Кутаисская с Батумской","1910","1242116","35039","21156","-41","28.21","17.03","11.18","1249025","28.05","16.94","11.12","","0"
"Кутаисская с Батумской","1911","1255959","34111","18275","13","27.16","14.55","12.61","1263885","26.99","14.46","12.53","","0"
"Кутаисская с Батумской","1912","1271845","35996","18516","-61","28.30","14.56","13.74","1280535","28.11","14.46","13.65","","0"
"Кутаисская с Батумской","1913","1289264","32824","16412","-22","25.46","12.73","12.73","1297449","25.30","12.65","12.65","","0"
"Кутаисская с Батумской","1914","1305668","30792","17670","-82","23.58","13.53","10.05","1312191","23.47","13.47","10.00","","0"
"Кутаисская с Батумской","1915","1318736","","","-30","","","","","","","","","0"
"Лифляндская","1896","1286206","37945","26002","562","29.50","20.22","9.29","1292448","29.36","20.12","9.24","","1"
"Лифляндская","1897","1298711","38964","30007","-113","30.00","23.11","6.90","1303128","29.90","23.03","6.87","","1"
"Лифляндская","1898","1307555","39768","25139","469","30.41","19.23","11.19","1315090","30.24","19.12","11.12","","1"
"Лифляндская","1899","1322653","39104","26364","1424","29.56","19.93","9.63","1329722","29.41","19.83","9.58","","1"
"Лифляндская","1900","1336817","39853","28009","386","29.81","20.95","8.86","1342923","29.68","20.86","8.82","","1"
"Лифляндская","1901","1349047","39464","28850","1361","29.25","21.39","7.87","1355026","29.12","21.29","7.83","","1"
"Лифляндская","1902","1361022","39545","25823","80","29.06","18.97","10.08","1367916","28.91","18.88","10.03","","1"
"Лифляндская","1903","1374833","37556","26824","-283","27.32","19.51","7.81","1380051","27.21","19.44","7.78","","1"
"Лифляндская","1904","1385282","37882","26683","-106","27.35","19.26","8.08","1390821","27.24","19.19","8.05","","1"
"Лифляндская","1905","1396375","33975","29944","-227","24.33","21.44","2.89","1398276","24.30","21.41","2.88","","1"
"Лифляндская","1906","1400179","34968","25460","-200","24.97","18.18","6.79","1404857","24.89","18.12","6.77","","1"
"Лифляндская","1907","1409545","35705","27158","-2246","25.33","19.27","6.06","1412718","25.27","19.22","6.05","","1"
"Лифляндская","1908","1415895","33943","25914","-1058","23.97","18.30","5.67","1419421","23.91","18.26","5.66","","1"
"Лифляндская","1909","1422952","33779","26115","-200","23.74","18.35","5.39","1426712","23.68","18.30","5.37","","1"
"Лифляндская","1910","1430478","33291","26282","-3725","23.27","18.37","4.90","1432119","23.25","18.35","4.89","","1"
"Лифляндская","1911","1433762","32120","25617","74","22.40","17.87","4.54","1437048","22.35","17.83","4.53","","1"
"Лифляндская","1912","1440339","34690","26978","639","24.08","18.73","5.35","1444616","24.01","18.67","5.34","","1"
"Лифляндская","1913","1448901","32190","25080","-35","22.22","17.31","4.91","1452567","22.16","17.27","4.89","","1"
"Лифляндская","1914","1456240","30766","26373","-833","21.13","18.11","3.02","1458019","21.10","18.09","3.01","","1"
"Лифляндская","1915","1459800","","","-565","","","","","","","","","0"
"Ломжинская","1896","569964","24348","13563","-1688","42.72","23.80","18.92","574500","42.38","23.61","18.77","","1"
"Ломжинская","1897","579061","23269","14804","-1284","40.18","25.57","14.62","582644","39.94","25.41","14.53","","1"
"Ломжинская","1898","586242","25675","17038","-1993","43.80","29.06","14.73","589558","43.55","28.90","14.65","","1"
"Ломжинская","1899","592886","22508","16189","-3114","37.96","27.31","10.66","594487","37.86","27.23","10.63","","1"
"Ломжинская","1900","596091","23329","14192","-3714","39.14","23.81","15.33","598798","38.96","23.70","15.26","","1"
"Ломжинская","1901","601514","22335","13830","-4492","37.13","22.99","14.14","603518","37.01","22.92","14.09","","1"
"Ломжинская","1902","605527","22929","13379","-5958","37.87","22.09","15.77","607460","37.75","22.02","15.72","","1"
"Ломжинская","1903","609398","21372","14287","-6219","35.07","23.44","11.63","609988","35.04","23.42","11.61","","1"
"Ломжинская","1904","610578","22403","14400","-7236","36.69","23.58","13.11","610961","36.67","23.57","13.10","","1"
"Ломжинская","1905","611345","20529","13014","-8678","33.58","21.29","12.29","610825","33.61","21.31","12.30","","1"
"Ломжинская","1906","610306","20341","12444","-10731","33.33","20.39","12.94","608888","33.41","20.44","12.97","","1"
"Ломжинская","1907","607473","20858","11607","-8820","34.34","19.11","15.23","607775","34.32","19.10","15.22","","1"
"Ломжинская","1908","608077","20381","11445","-5697","33.52","18.82","14.70","609799","33.42","18.77","14.65","","1"
"Ломжинская","1909","611525","17794","12732","-9162","29.10","20.82","8.28","609473","29.20","20.89","8.31","","1"
"Ломжинская","1910","607425","19256","13517","-9682","31.70","22.25","9.45","605473","31.80","22.32","9.48","","1"
"Ломжинская","1911","603526","20309","12353","-7439","33.65","20.47","13.18","603784","33.64","20.46","13.18","","1"
"Ломжинская","1912","604043","21492","12062","-14397","35.58","19.97","15.61","601556","35.73","20.05","15.68","","1"
"Ломжинская","1913","599076","21492","12062","-15943","35.88","20.13","15.74","595814","36.07","20.24","15.83","","1"
"Ломжинская","1914","592563","","","-5804","","","","","","","","","0"
"Люблинская с Седлецкой и Холмской","1896","1895845","77494","43090","-28","40.88","22.73","18.15","1912982","40.51","22.53","17.98","","1"
"Люблинская с Седлецкой и Холмской","1897","1930221","79313","45932","1591","41.09","23.80","17.29","1947655","40.72","23.58","17.14","","1"
"Люблинская с Седлецкой и Холмской","1898","1965193","83118","48405","1976","42.30","24.63","17.66","1983481","41.91","24.40","17.50","","1"
"Люблинская с Седлецкой и Холмской","1899","2001882","89305","51631","297","44.61","25.79","18.82","2020808","44.19","25.55","18.64","","1"
"Люблинская с Седлецкой и Холмской","1900","2039853","88098","50930","232","43.19","24.97","18.22","2058496","42.80","24.74","18.06","","1"
"Люблинская с Седлецкой и Холмской","1901","2077253","92980","53917","655","44.76","25.96","18.81","2097049","44.34","25.71","18.63","","1"
"Люблинская с Седлецкой и Холмской","1902","2116971","93966","50731","-94","44.39","23.96","20.42","2138599","43.94","23.72","20.22","","1"
"Люблинская с Седлецкой и Холмской","1903","2160374","92888","53722","-1841","43.00","24.87","18.13","2179212","42.62","24.65","17.97","","1"
"Люблинская с Седлецкой и Холмской","1904","2198159","93369","55420","-3037","42.48","25.21","17.26","2215569","42.14","25.01","17.13","","1"
"Люблинская с Седлецкой и Холмской","1905","2233071","91014","56016","-12564","40.76","25.08","15.67","2244269","40.55","24.96","15.59","","1"
"Люблинская с Седлецкой и Холмской","1906","2255505","92430","54363","-29094","40.98","24.10","16.88","2259989","40.90","24.05","16.84","","1"
"Люблинская с Седлецкой и Холмской","1907","2264478","91622","52733","-4801","40.46","23.29","17.17","2281480","40.16","23.11","17.05","","1"
"Люблинская с Седлецкой и Холмской","1908","2298566","89408","52108","-2258","38.90","22.67","16.23","2316043","38.60","22.50","16.11","","1"
"Люблинская с Седлецкой и Холмской","1909","2333608","87542","52861","-3260","37.51","22.65","14.86","2349283","37.26","22.50","14.76","","1"
"Люблинская с Седлецкой и Холмской","1910","2365029","89403","52752","-5293","37.80","22.31","15.50","2380674","37.55","22.16","15.40","","1"
"Люблинская с Седлецкой и Холмской","1911","2396387","82512","46823","-1613","34.43","19.54","14.89","2413451","34.19","19.40","14.79","","1"
"Люблинская с Седлецкой и Холмской","1912","2430596","79888","43054","-5058","32.87","17.71","15.15","2446708","32.65","17.60","15.05","","1"
"Люблинская с Седлецкой и Холмской","1913","2462892","104754","58344","-5932","42.53","23.69","18.84","2483076","42.19","23.50","18.69","","1"
"Люблинская с Седлецкой и Холмской","1914","2503370","","","-2573","","","","2500759","","","","","0"
"Люблинская с Седлецкой и Холмской","1915","2498149","","","-985","","","","","","","","","0"
"Минская","1896","2105091","98058","56543","-1764","46.58","26.86","19.72","2124905","46.15","26.61","19.54","","1"
"Минская","1897","2144842","101529","62457","-1499","47.34","29.12","18.22","2163574","46.93","28.87","18.06","","1"
"Минская","1898","2182415","102413","54689","-5902","46.93","25.06","21.87","2203260","46.48","24.82","21.66","","1"
"Минская","1899","2224237","105397","55613","-4046","47.39","25.00","22.38","2247028","46.91","24.75","22.16","","1"
"Минская","1900","2269975","110854","56078","-6766","48.83","24.70","24.13","2293896","48.33","24.45","23.88","","1"
"Минская","1901","2317985","107860","61127","-4416","46.53","26.37","20.16","2339080","46.11","26.13","19.98","","1"
"Минская","1902","2360302","115042","59741","-6023","48.74","25.31","23.43","2384857","48.24","25.05","23.19","","1"
"Минская","1903","2409581","110373","61979","-7711","45.81","25.72","20.08","2430143","45.42","25.50","19.91","","1"
